NRO_RADICADO,NUMERO_EXPEDIENTE,FECHA_ACCIDENTE,ID_ZONA,GRAVEDAD,DESC_CLASE_ACCIDENTE,HORA_ACCIDENTE,AREA,SECTOR,ZONA,DISENO,ESTADO_TIEMPO,VIA_ACCID,POSIBLE_CAUSA
11741,A000001022,dic/08/2019 11:30 p. m.,1,h,Atropello,dic/08/2019 11:30 p. m.,1,1,1,1,1,Calle 100 Sur X Carrera 50,409
11742,A0000000015,ene/08/2020 08:05 a. m.,4,h,Caida Ocupante,ene/08/2020 08:05 a. m.,1,1,1,1,1,Carrera 50 X Calle 79C Sur,143
11757,A0000000026,ene/14/2020 09:45 a. m.,2,h,Caida Ocupante,ene/14/2020 09:45 a. m.,1,1,1,1,1,Carrera 50 X Calle 97B Sur,143
11759,A000001040,dic/12/2019 11:30 a. m.,1,h,Atropello,dic/12/2019 11:30 a. m.,1,1,1,1,1,Carrera 59 X Calle 81 Sur,143
11766,A000001027,dic/12/2019 08:16 a. m.,23,d,Choque,dic/12/2019 08:16 a. m.,1,1,1,1,1,Carrera 50 X Calle 78,143
11787,A000001083,dic/31/2019 01:40 p. m.,2,h,Caida Ocupante,dic/31/2019 01:40 p. m.,1,2,1,10,1,Carrera 48 X Calle 98A Sur,157
11815,A0000000182,feb/28/2020 05:15 p. m.,19,h,Atropello,feb/28/2020 05:15 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 57B,116
11822,A00000953,nov/16/2019 06:10 a. m.,3,h,Caida Ocupante,nov/16/2019 06:10 a. m.,1,2,1,1,1,Carrera 50 X Calle 80 Sur,157
11934,A000001060,dic/21/2019 11:05 p. m.,2,d,Choque,dic/21/2019 11:05 p. m.,1,1,1,1,1,Calle 100 X Carrera 48,112
11936,A000001082,dic/30/2019 12:50 p. m.,22,d,Choque,dic/30/2019 12:50 p. m.,1,1,1,1,1,Carrera 58 X Calle 82,157
11948,A0000000124,feb/11/2020 07:10 p. m.,1,d,Choque,feb/11/2020 07:10 p. m.,1,3,1,1,1,Calle 79 Sur X Carrera 62,112
11949,A0000000065,ene/24/2020 10:40 p. m.,19,d,Choque,ene/24/2020 10:40 p. m.,1,3,1,2,1,Carrera 55 X Calle 77 Sur,142
11950,A0000000064,ene/26/2020 12:40 a. m.,26,h,Atropello,ene/26/2020 12:40 a. m.,1,1,1,1,1,Carrera 62 X Calle 83A Sur,112
11951,A0000000067,ene/25/2020 10:30 a. m.,5,h,Volcamiento,ene/25/2020 10:30 a. m.,1,1,1,1,1,Calle 94B Sur X Carrera 59,112
11952,A0000000070,ene/29/2020 07:00 a. m.,2,h,Choque,ene/29/2020 07:00 a. m.,1,2,1,1,1,Carrera 50 X Calle 97 Sur,112
11953,A0000000075,ene/29/2020 06:30 p. m.,17,h,Choque,ene/29/2020 06:30 p. m.,1,1,1,1,1,Carrera 55 X Calle 80 Sur,157
11954,A0000000078,ene/30/2020 08:30 a. m.,14,h,Caida Ocupante,ene/30/2020 08:30 a. m.,1,1,1,1,1,Calle 87 Sur X Carrera 60,119
11955,A0000000082,ene/31/2020 09:40 p. m.,26,h,Choque,ene/31/2020 09:40 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 52,112
11956,A0000000083,ene/31/2020 01:40 p. m.,2,h,Caida Ocupante,ene/31/2020 01:40 p. m.,1,1,1,1,1,Carrera 50 X Calle 97A Sur,112
11957,A0000000084,ene/31/2020 05:00 a. m.,2,h,Caida Ocupante,ene/31/2020 05:00 a. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,303
11958,A0000000085,ene/31/2020 11:30 p. m.,14,h,Caida Ocupante,ene/31/2020 11:30 p. m.,1,1,1,1,1,Carrera 55 X Calle 87 Sur,157
11960,A000001035,dic/12/2019 05:00 p. m.,26,h,Choque,dic/12/2019 05:00 p. m.,1,1,1,1,1,Carrera 62 X Calle 87 Sur,121
11961,A00000948,nov/14/2019 12:00 p. m.,13,d,Choque,nov/14/2019 12:00 p. m.,1,2,1,1,1,Carrera 50 X Calle 97B Sur,112
11962,A0000000246,mar/28/2020 12:00 p. m.,19,h,Choque,mar/28/2020 12:00 p. m.,1,1,1,2,1,Calle 77 Sur X Carrera 60,112
11976,A0000000123,feb/11/2020 08:00 a. m.,23,d,Choque,feb/11/2020 08:00 a. m.,1,1,1,1,1,Calle 79B Sur X Carrera 50,118
11994,A001187630,jun/26/2020 10:30 p. m.,19,h,Volcamiento,jun/26/2020 10:30 p. m.,1,2,1,1,1,Calle 77 Sur X Carrera 53,112
11995,A000000386,jun/20/2020 09:30 a. m.,13,h,Choque,jun/20/2020 09:30 a. m.,1,2,1,1,1,Carrera 50 X Calle 97B Sur,116
11996,A000001069,dic/26/2019 11:00 a. m.,2,d,Choque,dic/26/2019 11:00 a. m.,1,1,1,1,1,Calle 100B Sur X Carrera 50,139
11998,A000001072,dic/27/2019 06:10 p. m.,23,h,Choque,dic/27/2019 06:10 p. m.,1,1,1,1,1,Carrera 55 X Calle 79 Sur,143
11999,A000001029,dic/12/2019 06:29 a. m.,4,d,Choque,dic/12/2019 06:29 a. m.,1,1,1,1,1,Carrera 48 X Calle 100,121
12012,A001187656,jul/08/2020 05:40 a. m.,5,h,Caida Ocupante,jul/08/2020 05:40 a. m.,1,1,1,1,1,Carrera 55 X Calle 91 Sur,157
12015,A000001079,dic/30/2019 02:30 p. m.,12,h,Choque,dic/30/2019 02:30 p. m.,1,1,1,2,1,Calle 96 Sur X Carrera 50,116
12073,A00000972,nov/24/2019 07:20 a. m.,26,d,Choque,nov/24/2019 07:20 a. m.,1,1,1,1,1,Calle 79C Sur X Carrera 55,143
12074,A0000000233,mar/16/2020 10:30 a. m.,2,h,Volcamiento,mar/16/2020 10:30 a. m.,1,1,1,1,1,Carrera 49 X Calle 100BB Sur,157
12104,A0000000243,mar/24/2020 06:40 p. m.,20,h,Volcamiento,mar/24/2020 06:40 p. m.,1,1,1,1,1,Calle 83 Sur X Carrera 63,119
12105,A0000000244,mar/27/2020 08:45 a. m.,4,h,Choque,mar/27/2020 08:45 a. m.,1,2,1,1,1,Carrera 50 X Calle 79C,112
12109,A0000000247,mar/28/2020 02:00 p. m.,2,h,Choque,mar/28/2020 02:00 p. m.,1,3,1,1,1,Carrera 50 X Calle 94B,105
12110,A000001051,dic/19/2019 02:50 p. m.,4,d,Choque,dic/19/2019 02:50 p. m.,1,1,1,1,1,Carrera 48 X Calle 100,121
12211,A001187674,jul/07/2020 07:20 p. m.,3,d,Choque,jul/07/2020 07:20 p. m.,1,1,1,1,1,Carrera 50 X Calle 100,121
12212,A001187675,jul/14/2020 05:30 p. m.,3,d,Otro,jul/14/2020 05:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 100,157
12214,A001187683,jul/17/2020 05:30 p. m.,3,h,Choque,jul/17/2020 05:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 98 Sur,116
12215,A001187685,jul/19/2020 01:45 p. m.,1,h,Volcamiento,jul/19/2020 01:45 p. m.,1,1,1,1,1,Calle 82 Sur X Carrera 60,139
12216,A001187681,jul/16/2020 04:25 p. m.,3,h,Choque,jul/16/2020 04:25 p. m.,1,1,1,1,1,Carrera 50 X Calle 78,157
12217,A001187676,jul/15/2020 03:50 p. m.,3,d,Choque,jul/15/2020 03:50 p. m.,1,1,1,1,1,Carrera 50 X Calle 79C Sur,121
12220,A001187677,jul/16/2020 03:50 p. m.,20,d,Choque,jul/16/2020 03:50 p. m.,1,1,1,1,1,Carrera 63B X Calle 80 Sur,132
12221,A001187679,jul/16/2020 08:50 a. m.,22,h,Atropello,jul/16/2020 08:50 a. m.,1,1,1,1,1,Calle 82 Sur X Carrera 59,157
12292,A000000312,may/16/2020 03:00 p. m.,16,h,Choque,may/16/2020 03:00 p. m.,1,1,1,1,1,Calle 83 Sur X Carrera 56,157
12361,A000000548,ago/28/2020 06:35 a. m.,14,h,Atropello,ago/28/2020 06:35 a. m.,1,2,1,1,1,Carrera 50 X Calle 80 Sur,409
12362,A000000549,ago/28/2020 12:40 p. m.,14,h,Atropello,ago/28/2020 12:40 p. m.,1,1,1,1,1,Calle 90AA Sur X Carrera 50AA,132
12363,A000000533,ago/21/2020 07:10 p. m.,4,d,Choque,ago/21/2020 07:10 p. m.,1,3,1,1,1,Carrera 48 X Calle 100 Sur,157
12364,A000000550,ago/28/2020 04:10 p. m.,23,h,Choque,ago/28/2020 04:10 p. m.,1,1,1,1,1,Carrera 55 X Calle 79 Sur,157
12365,A000000551,ago/28/2020 11:00 p. m.,18,d,Choque,ago/28/2020 11:00 p. m.,1,1,5,1,1,Calle 77CC Sur X Carrera 52,143
12366,A000000552,ago/29/2020 08:10 a. m.,2,h,Caida Ocupante,ago/29/2020 08:10 a. m.,1,1,1,1,1,Carrera 50 X Calle 101 Sur,157
12367,A000000554,ago/29/2020 09:15 p. m.,2,h,Choque,ago/29/2020 09:15 p. m.,1,1,1,1,1,Calle 98 Sur X Carrera 50,157
12368,A000000555,ago/30/2020 07:40 a. m.,14,h,Choque,ago/30/2020 07:40 a. m.,1,2,1,1,1,Carrera 50 X Calle 80 Sur,104
12369,A000000553,ago/29/2020 09:10 p. m.,3,h,Choque,ago/29/2020 09:10 p. m.,1,1,1,1,1,Carrera 50 X Calle 80 Sur,157
12375,A000000340,mar/28/2020 07:00 p. m.,11,h,Choque,mar/28/2020 07:00 p. m.,1,1,1,2,1,Calle 81 Sur X Carrera 66,301
12376,A000000341,may/28/2020 06:40 a. m.,3,h,Choque,may/28/2020 06:40 a. m.,1,1,1,1,1,Carrera 50 X Calle 92 Sur,121
12378,A000000350,jun/02/2020 07:50 p. m.,27,d,Choque,jun/02/2020 07:50 p. m.,1,1,1,1,1,Carrera 54 X Calle 75 Sur,104
12379,A000000322,may/20/2020 05:00 p. m.,26,d,Choque,may/20/2020 05:00 p. m.,1,1,1,1,1,Calle 83A Sur X Carrera 57,112
12380,A000000321,may/20/2020 10:13 a. m.,2,d,Choque,may/20/2020 10:13 a. m.,1,1,1,1,1,Carrera 50 X Calle 99 Sur,121
12385,A000001064,dic/24/2019 10:00 a. m.,3,h,Choque,dic/24/2019 10:00 a. m.,1,1,1,1,1,Carrera 50 X Calle 77 Sur,143
12386,A000000748,oct/29/2020 06:00 p. m.,14,d,Choque,oct/29/2020 06:00 p. m.,1,1,1,1,1,Carrera 55 X Calle 83C Sur,157
12387,A000000752,oct/29/2020 09:38 p. m.,14,d,Choque,oct/29/2020 09:38 p. m.,1,2,1,1,2,Calle 80 X Carrera 54,121
12388,A000000740,oct/27/2020 11:10 a. m.,3,d,Choque,oct/27/2020 11:10 a. m.,1,2,1,1,1,Carrera 50 X Calle 79 Sur,157
12389,A000000739,oct/27/2020 02:30 p. m.,3,d,Choque,oct/27/2020 02:30 p. m.,1,2,1,1,1,Carrera 50 X Calle 92 Sur,121
12390,A000000736,oct/26/2020 11:10 a. m.,3,d,Choque,oct/26/2020 11:10 a. m.,1,3,1,2,1,Carrera 50 X Calle 79 Sur,112
12391,A000000751,oct/29/2020 12:00 p. m.,3,d,Choque,oct/29/2020 12:00 p. m.,1,1,1,1,1,Calle 100 Sur X Carrera 50,157
12392,A000000732,oct/26/2020 08:50 a. m.,12,d,Choque,oct/26/2020 08:50 a. m.,1,1,1,1,1,Calle 96 X Carrera 50AA,112
12393,A000000779,nov/07/2020 06:45 a. m.,2,h,Caida Ocupante,nov/07/2020 06:45 a. m.,1,2,1,7,1,Calle 100 Sur X Carrera 48,139
12396,A000000759,oct/29/2020 08:40 p. m.,2,h,Caida Ocupante,oct/29/2020 08:40 p. m.,1,2,1,1,1,Carrera 50 X Calle 98 Sur,157
12397,A000000756,oct/29/2020 12:20 p. m.,12,h,Caida Ocupante,oct/29/2020 12:20 p. m.,1,1,1,1,1,Calle 96 Sur X Carrera 51,157
12398,A000000758,oct/29/2020 07:10 a. m.,23,h,Choque,oct/29/2020 07:10 a. m.,1,1,1,1,1,Carrera 55 X Calle 79 Sur,105
12401,A0000000103,dic/15/2019 03:15 a. m.,3,d,Choque,dic/15/2019 03:15 a. m.,1,1,1,11,1,Carrera 50 X Calle 100 Sur,114
12418,A000000315,may/16/2020 05:40 a. m.,1,d,Choque,may/16/2020 05:40 a. m.,1,1,1,1,1,Calle 80 Sur X Carrera 58,133
12419,A0000000259,abr/13/2020 01:30 p. m.,3,h,Choque,abr/13/2020 01:30 p. m.,1,2,1,1,1,Carrera 50 X Calle 79C,112
12420,A000000343,may/29/2020 03:50 p. m.,1,d,Choque,may/29/2020 03:50 p. m.,1,1,1,1,1,Carrera 59 X Calle 80 Sur,121
12421,A000000344,may/29/2020 07:30 p. m.,19,d,Choque,may/29/2020 07:30 p. m.,1,1,1,1,1,Calle 78 X Carrera 57,139
12422,A000000345,may/30/2020 03:20 p. m.,15,d,Choque,may/30/2020 03:20 p. m.,1,1,1,1,1,Carrera 62A X Calle 74 Sur,121
12423,A000000346,may/30/2020 05:00 p. m.,12,d,Choque,may/30/2020 05:00 p. m.,1,3,1,2,1,Carrera 50 X Calle 96 Sur,112
12424,A000000347,may/31/2020 02:10 p. m.,21,h,Volcamiento,may/31/2020 02:10 p. m.,1,1,1,1,3,Carrera 60 X Calle 87 Sur,306
12425,A000000348,jun/02/2020 01:42 p. m.,3,h,Choque,jun/02/2020 01:42 p. m.,1,2,1,1,1,Carrera 50 X Calle 79 Sur,116
12426,A000000349,jun/02/2020 10:00 a. m.,15,h,Caida Ocupante,jun/02/2020 10:00 a. m.,1,1,1,1,1,Calle 76 Sur X Carrera 63A,157
12437,A000001025,dic/10/2019 08:05 a. m.,18,d,Choque,dic/10/2019 08:05 a. m.,1,1,1,1,1,Carrera 50 X Calle 77 Sur,143
12453,A000000565,sept/04/2020 01:30 p. m.,12,d,Choque,sept/04/2020 01:30 p. m.,1,1,1,1,1,Calle 96B Sur X Carrera 55,139
12454,A000000566,sept/04/2020 01:35 p. m.,3,h,Atropello,sept/04/2020 01:35 p. m.,1,1,1,1,1,Carrera 50 X Calle 96A Sur,157
12455,A000000590,sept/13/2020 06:00 p. m.,4,h,Choque,sept/13/2020 06:00 p. m.,1,2,1,1,1,Carrera 48 X Calle 100 Sur,121
12456,A000000593,sept/14/2020 08:15 p. m.,5,d,Choque,sept/14/2020 08:15 p. m.,1,2,1,1,1,Calle 88 Sur X Carrera 56,112
12457,A000000594,sept/15/2020 09:10 p. m.,19,d,Choque,sept/15/2020 09:10 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 55,121
12458,A000000557,sept/02/2020 06:00 a. m.,19,h,Caida Ocupante,sept/02/2020 06:00 a. m.,1,1,1,1,1,Calle 77 X Carrera 59A,116
12475,A000000623,sept/22/2020 01:30 p. m.,9,h,Atropello,sept/22/2020 01:30 p. m.,1,1,1,1,1,Calle 74 Sur X Carrera 57,157
12476,A000000624,sept/22/2020 05:10 p. m.,10,h,Caida Ocupante,sept/22/2020 05:10 p. m.,1,1,1,1,1,Carrera 57 X Calle 80 Sur,119
12477,A000000626,sept/23/2020 02:10 p. m.,6,h,Caida Ocupante,sept/23/2020 02:10 p. m.,1,2,1,1,1,Carrera 50 X Calle 80 Sur,306
12478,A000000627,sept/24/2020 06:50 a. m.,3,h,Choque,sept/24/2020 06:50 a. m.,1,2,1,1,2,Carrera 50 X Calle 100B Sur,304
12479,A000000628,sept/24/2020 02:00 p. m.,3,d,Choque,sept/24/2020 02:00 p. m.,1,2,1,1,1,Carrera 50 X Calle 78 Sur,157
12480,A000000640,sept/30/2020 12:00 p. m.,3,d,Choque,sept/30/2020 12:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,119
12481,A000000641,sept/30/2020 11:30 a. m.,21,d,Choque,sept/30/2020 11:30 a. m.,1,1,1,1,1,Calle 87 X Carrera 62,121
12511,A000000002,ene/03/2021 07:30 p. m.,2,d,Choque,ene/03/2021 07:30 p. m.,1,2,1,1,2,Calle 100 Sur X Carrera 47,306
12512,A000000003,ene/03/2021 09:50 p. m.,2,h,Caida Ocupante,ene/03/2021 09:50 p. m.,1,2,1,1,1,Calle 100 Sur X Carrera 49,306
12160,A000000368,jun/09/2020 02:50 p. m.,12,h,Caida Ocupante,jun/09/2020 02:50 p. m.,1,1,1,1,1,Carrera 50 X Calle 96,154
12166,A000000372,jun/10/2020 03:30 p. m.,19,h,Caida Ocupante,jun/10/2020 03:30 p. m.,1,1,1,1,1,Carrera 59 X Calle 76 Sur,157
12167,A000000373,jun/11/2020 06:30 p. m.,19,d,Choque,jun/11/2020 06:30 p. m.,1,1,1,1,1,Carrera 57 X Calle 77 Sur,132
12168,A000000378,jun/14/2020 09:00 p. m.,26,h,Volcamiento,jun/14/2020 09:00 p. m.,1,1,1,1,1,Calle 50 X Carrera 100 Sur,217
12169,A000000379,jun/14/2020 04:10 p. m.,8,h,Choque,jun/14/2020 04:10 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 54,157
12176,A000000380,jun/14/2020 04:50 a. m.,3,h,Caida Ocupante,jun/14/2020 04:50 a. m.,1,1,1,1,1,Carrera 50 X Calle 77D Sur,119
12177,A000000381,jun/16/2020 03:20 p. m.,18,d,Choque,jun/16/2020 03:20 p. m.,1,1,1,1,1,Calle 77 Sur X Carrera 50A,112
12178,A000000382,jun/17/2020 05:10 p. m.,2,h,Choque,jun/17/2020 05:10 p. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,121
12179,A000000383,jun/17/2020 05:00 p. m.,19,d,Choque,jun/17/2020 05:00 p. m.,1,2,5,1,1,Carrera 54 X Calle 75AB,145
12180,A000000384,jun/18/2020 01:30 a. m.,2,h,Caida Ocupante,jun/18/2020 01:30 a. m.,1,1,1,1,1,Carrera 50 X Calle 48,139
12181,A000000385,jun/19/2020 10:30 a. m.,17,h,Atropello,jun/19/2020 10:30 a. m.,1,1,1,1,1,Calle 80 Sur X Carrera 50,157
12225,A001187686,jul/21/2020 08:10 a. m.,1,d,Choque,jul/21/2020 08:10 a. m.,1,1,1,1,1,Carrera 50 X Calle 91 Sur,112
12229,A001187688,jul/21/2020 01:20 p. m.,2,d,Choque,jul/21/2020 01:20 p. m.,1,2,5,1,1,Carrera 50 X Calle 98 Sur,157
12230,A001187689,jul/21/2020 01:30 p. m.,2,d,Choque,jul/21/2020 01:30 p. m.,1,1,1,1,1,Carrera 50 X Calle 99 Sur,103
12231,A001187690,jul/21/2020 02:00 p. m.,3,d,Choque,jul/21/2020 02:00 p. m.,1,1,1,1,1,Carrera 50 X Calle 80 Sur,157
12232,A001187691,jul/22/2020 01:15 p. m.,1,d,Choque,jul/22/2020 01:15 p. m.,1,1,1,1,1,Carrera 50 X Calle 79 Sur,112
12233,A001187692,jul/22/2020 02:00 a. m.,19,d,Choque,jul/22/2020 02:00 a. m.,1,1,5,1,1,Calle 77 Sur X Carrera 52,157
12234,A001187693,jul/23/2020 07:00 a. m.,18,h,Choque,jul/23/2020 07:00 a. m.,1,1,1,1,1,Calle 77 Sur X Carrera 52D,104
12235,A001187694,jul/23/2020 05:10 p. m.,4,d,Choque,jul/23/2020 05:10 p. m.,1,1,1,1,1,Carrera 50 X Calle 79C Sur,112
12236,A001187687,jul/21/2020 12:40 p. m.,1,d,Choque,jul/21/2020 12:40 p. m.,1,2,4,1,1,Carrera 48 X Calle 100 Sur,121
12237,A001187695,jul/23/2020 04:40 p. m.,1,d,Choque,jul/23/2020 04:40 p. m.,1,2,4,1,1,Carrera 48 X Calle 100 Sur,139
12238,A001187697,jul/23/2020 09:40 p. m.,1,d,Choque,jul/23/2020 09:40 p. m.,1,1,1,1,1,Carrera 66D X Calle 73 Sur,143
12239,A001187698,jul/25/2020 09:50 a. m.,1,h,Choque,jul/25/2020 09:50 a. m.,1,1,1,1,1,Carrera 57 X Calle 78 Sur,103
12240,A001187699,jul/25/2020 09:00 a. m.,1,h,Caida Ocupante,jul/25/2020 09:00 a. m.,1,1,1,1,1,Carrera 54 X Calle 76 Sur,139
12257,A000000496,ago/10/2020 09:30 a. m.,17,h,Caida Ocupante,ago/10/2020 09:30 a. m.,1,1,1,1,1,Calle 82 Sur X Carrera 55,201
12258,A001187702,jul/27/2020 07:00 p. m.,5,d,Choque,jul/27/2020 07:00 p. m.,1,1,1,1,1,Calle 96B Sur X Carrera 55,132
12259,A000000502,ago/13/2020 04:15 a. m.,12,d,Choque,ago/13/2020 04:15 a. m.,1,1,1,1,1,Carrera 50 X Calle 96 Sur,138
12260,A000000501,ago/12/2020 07:40 p. m.,14,d,Choque,ago/12/2020 07:40 p. m.,1,1,1,1,1,Carrera 55 X Calle 83C Sur,146
12261,A001187735,ago/12/2020 05:10 p. m.,11,h,Volcamiento,ago/12/2020 05:10 p. m.,1,1,1,1,1,Carrera 66 X Calle 81 Sur,116
12262,A000000505,ago/13/2020 09:00 a. m.,2,d,Choque,ago/13/2020 09:00 a. m.,1,2,5,10,1,Carrera 48 X Calle 100 Sur,112
12263,A000000506,ago/13/2020 10:35 a. m.,3,h,Caida Ocupante,ago/13/2020 10:35 a. m.,1,1,1,1,1,Calle 80 Sur X Carrera 50,157
12312,A000000520,ago/18/2020 09:00 a. m.,14,h,Caida Ocupante,ago/18/2020 09:00 a. m.,1,2,1,1,1,Carrera 50 X Calle 80 Sur,157
12313,A000000521,ago/19/2020 07:10 a. m.,21,h,Caida Ocupante,ago/19/2020 07:10 a. m.,1,1,1,1,1,Calle 87 Sur X Carrera 65B,139
12315,A0000000097,feb/03/2020 10:00 a. m.,14,d,Choque,feb/03/2020 10:00 a. m.,1,1,1,1,1,Carrera 56D X Calle 76 Sur,112
12316,A0000000092,feb/02/2020 09:00 p. m.,14,h,Choque,feb/02/2020 09:00 p. m.,1,1,1,2,1,Carrera 55 X Calle 87 Sur,123
12317,A0000000080,ene/30/2020 03:30 p. m.,2,h,Atropello,ene/30/2020 03:30 p. m.,1,2,1,1,1,Carrera 48D X Calle 100 Sur,157
12318,A0000000076,ene/29/2020 05:25 a. m.,2,d,Choque,ene/29/2020 05:25 a. m.,1,2,1,1,1,Calle 100B Sur X Carrera 50,112
12319,A0000000071,ene/29/2020 10:05 p. m.,23,h,Choque,ene/29/2020 10:05 p. m.,1,2,1,1,1,Carrera 53 X Calle 77 Sur,116
12324,A000001003,dic/03/2019 12:20 p. m.,2,d,Choque,dic/03/2019 12:20 p. m.,1,1,1,1,1,Calle 100 Sur X Carrera 49D,112
12325,A000000308,may/14/2020 10:10 a. m.,18,d,Choque,may/14/2020 10:10 a. m.,1,1,1,8,1,Calle 77 Sur X Carrera 49,103
12326,A000000306,may/13/2020 12:50 p. m.,11,h,Choque,may/13/2020 12:50 p. m.,1,1,1,1,1,Calle 73 Sur X Carrera 64,112
12331,A000000523,ago/19/2020 03:40 p. m.,2,h,Caida Ocupante,ago/19/2020 03:40 p. m.,1,1,1,1,1,Carrera 50 X Calle 100B Sur,304
12332,A000000525,ago/20/2020 09:20 p. m.,14,d,Choque,ago/20/2020 09:20 p. m.,1,1,1,1,1,Carrera 55 X Calle 88 Sur,157
12333,A000000526,ago/21/2020 05:40 a. m.,3,h,Choque,ago/21/2020 05:40 a. m.,1,3,1,1,2,Carrera 50 X Calle 80 Sur,112
12335,A000000527,ago/21/2020 04:00 p. m.,19,d,Choque,ago/21/2020 04:00 p. m.,1,1,1,1,1,Calle 75B Sur X Carrera 54B,141
12400,A000000311,may/16/2020 06:45 a. m.,7,h,Choque,may/16/2020 06:45 a. m.,1,1,1,1,1,Calle 82 X Carrera 55G,112
12403,A0000000054,ene/26/2020 08:00 a. m.,14,h,Choque,ene/26/2020 08:00 a. m.,1,3,1,1,1,Carrera 50 X Calle 88 Sur,157
12404,A0000000030,ene/15/2020 10:14 a. m.,18,h,Choque,ene/15/2020 10:14 a. m.,1,1,1,1,1,Carrera 50A X Calle 77 Sur,157
12405,A000000674,oct/10/2020 11:30 p. m.,14,d,Choque,oct/10/2020 11:30 p. m.,1,1,1,1,1,Calle 89 Sur X Carrera 49,145
12406,A000000749,oct/29/2020 02:11 p. m.,23,h,Choque,oct/29/2020 02:11 p. m.,1,1,1,1,1,Carrera 55 X Calle 79 Sur,150
12407,A000000787,nov/11/2020 04:30 a. m.,2,d,Choque,nov/11/2020 04:30 a. m.,1,1,1,2,1,Calle 100 Sur X Carrera 49D,157
12408,A000000786,nov/10/2020 03:00 p. m.,3,d,Choque,nov/10/2020 03:00 p. m.,1,2,1,2,1,Carrera 50 X Calle 79C Sur,103
12946,A000000165,mar/07/2021 10:10 a. m.,12,h,Choque,mar/07/2021 10:10 a. m.,1,1,1,1,1,Carrera 50 X Calle 96 Sur,112
12950,A000000167,mar/08/2021 09:50 a. m.,10,d,Choque,mar/08/2021 09:50 a. m.,1,1,1,2,1,Calle 79 Sur X Carrera 57B,141
12967,A000000001,ene/03/2021 01:20 p. m.,2,h,Choque,ene/03/2021 01:20 p. m.,1,1,1,1,1,Carrera 50 X Calle 100D Sur,157
12968,A000000532,ago/20/2020 08:00 p. m.,4,d,Choque,ago/20/2020 08:00 p. m.,1,1,1,1,1,Carrera 48 X Calle 100 Sur,121
12970,A000000101,feb/11/2021 11:20 a. m.,2,d,Choque,feb/11/2021 11:20 a. m.,1,2,1,1,1,Carrera 48 X Calle 100 Sur,121
12971,A000000182,mar/11/2021 03:40 p. m.,3,h,Caida Ocupante,mar/11/2021 03:40 p. m.,1,3,1,1,1,Calle 80 Sur X Carrera 50,157
12972,A0000000296,may/09/2020 02:30 p. m.,3,h,Choque,may/09/2020 02:30 p. m.,1,2,1,1,1,Carrera 50 X Calle 91 Sur,116
12973,A000000178,feb/28/2021 08:00 p. m.,4,d,Choque,feb/28/2021 08:00 p. m.,1,2,1,1,2,Carrera 48 X Calle 100 Sur,119
12974,A000000179,mar/05/2021 03:50 a. m.,4,d,Choque,mar/05/2021 03:50 a. m.,1,1,1,1,1,Carrera 48 X Calle 98 Sur,157
12975,A000000180,mar/11/2021 07:30 p. m.,18,h,Caida Ocupante,mar/11/2021 07:30 p. m.,1,1,1,10,2,Calle 77 X Carrera 50A,304
12976,A000000181,mar/11/2021 05:20 p. m.,19,h,Choque,mar/11/2021 05:20 p. m.,1,1,1,2,1,Calle 77 Sur X Carrera 59,157
12977,A000000183,mar/12/2021 04:50 a. m.,27,h,Choque,mar/12/2021 04:50 a. m.,1,1,1,1,1,Carrera 54 X Calle 75AA Sur,157
12978,A000000197,mar/16/2021 02:00 p. m.,17,h,Choque,mar/16/2021 02:00 p. m.,1,1,1,2,1,Calle 80 Sur X Carrera 55,121
12980,A000000198,mar/16/2021 08:00 a. m.,22,h,Caida Ocupante,mar/16/2021 08:00 a. m.,1,1,1,1,1,Calle 82 Sur X Carrera 58,157
12981,A000000199,mar/16/2021 08:00 p. m.,14,h,Volcamiento,mar/16/2021 08:00 p. m.,1,1,1,1,1,Carrera 55 X Calle 87 Sur,304
13000,A000000205,mar/19/2021 09:30 p. m.,3,d,Choque,mar/19/2021 09:30 p. m.,1,2,1,1,1,Carrera 50 X Calle 79 Sur,157
13001,A000000216,mar/21/2021 02:10 a. m.,3,h,Choque,mar/21/2021 02:10 a. m.,1,1,1,1,1,Carrera 50 X Calle 92 Sur,157
13002,A000000218,mar/22/2021 12:00 p. m.,19,h,Atropello,mar/22/2021 12:00 p. m.,1,2,1,2,1,Calle 77 X Carrera 54,157
13017,A000000115,feb/14/2021 04:05 p. m.,4,h,Choque,feb/14/2021 04:05 p. m.,1,3,1,1,2,Carrera 48 X Calle 100 Sur,138
13029,A000000232,mar/28/2021 08:10 p. m.,5,h,Caida Ocupante,mar/28/2021 08:10 p. m.,1,1,1,1,1,Calle 95B Sur X Carrera 55,139
13030,A000000233,mar/28/2021 04:30 p. m.,23,d,Choque,mar/28/2021 04:30 p. m.,1,1,1,1,1,Calle 79 Sur X Carrera 55,157
